question,entity,event,answer
Which movie was filmed by Yash Chopra in immediate advance of Aadmi Aur Insaan?,Yash Chopra,Aadmi Aur Insaan,Ittefaq
Which movie was directed by Yash Chopra immediately before the movie Deewaar?,Yash Chopra,the movie Deewaar,Joshila
Which movie has been directed by Yash Chopra just before Deewaar?,Yash Chopra,Deewaar,Joshila
Which film was directed by Yash Chopra right before film Ittefaq?,Yash Chopra,film Ittefaq,Aadmi Aur Insaan
Which movie was directed by Yash Chopra immediately before the movie Waqt?,Yash Chopra,the movie Waqt,Dharmputra
Which film's direction was carried out by Yash Chopra immediately before the direction of Waqt?,Yash Chopra,the direction of Waqt,Dharmputra
Which film was directed by Yash Chopra right before film Dharmputra?,Yash Chopra,film Dharmputra,Dhool Ka Phool
Which movie has been directed by Yash Chopra just before Joshila?,Yash Chopra,Joshila,Daag
Which movie did director Yash Chopra direct just before movie Joshila?,director Yash Chopra,movie Joshila,Daag
Which film's direction was carried out by Yash Chopra immediately before the direction of Aadmi Aur Insaan?,Yash Chopra,the direction of Aadmi Aur Insaan,Waqt
Which film was directed by Yash Chopra right before film Aadmi Aur Insaan?,Yash Chopra,film Aadmi Aur Insaan,Waqt
Which film did Yash Chopra direct immediately previous to Aadmi Aur Insaan?,Yash Chopra,Aadmi Aur Insaan,Waqt
Which movie was directed by Yash Chopra immediately before the movie Dharmputra?,Yash Chopra,the movie Dharmputra,Dhool Ka Phool
Which film did Yash Chopra direct immediately previous to Dharmputra?,Yash Chopra,Dharmputra,Dhool Ka Phool
Which film's direction was carried out by Yash Chopra immediately before the direction of Daag?,Yash Chopra,the direction of Daag,Ittefaq
Which movie was filmed by Yash Chopra preceded by Daag?,Yash Chopra,Daag,Ittefaq
Which film's direction was carried out by Yash Chopra immediately before the direction of Aadmi Aur Insaan?,Yash Chopra,the direction of Aadmi Aur Insaan,Waqt
Which movie has been directed by Yash Chopra just before Aadmi Aur Insaan?,Yash Chopra,Aadmi Aur Insaan,Waqt
Which film was directed by Yash Chopra right before film Ittefaq?,Yash Chopra,film Ittefaq,Aadmi Aur Insaan
Which movie was filmed by Yash Chopra preceded by Ittefaq?,Yash Chopra,Ittefaq,Aadmi Aur Insaan
Which movie was filmed by Yash Chopra preceded by Ittefaq?,Yash Chopra,Ittefaq,Aadmi Aur Insaan
Which film's direction was carried out by Yash Chopra immediately before the direction of Ittefaq?,Yash Chopra,the direction of Ittefaq,Aadmi Aur Insaan
Which film did Yash Chopra direct immediately previous to Ittefaq?,Yash Chopra,Ittefaq,Aadmi Aur Insaan
Which movie has been directed by Yash Chopra just before Kabhi Kabhi?,Yash Chopra,Kabhi Kabhi,Deewaar
Which movie did director Yash Chopra direct just before movie Kabhi Kabhi?,director Yash Chopra,movie Kabhi Kabhi,Deewaar
Which film was directed by Yash Chopra preceded by film Daag?,Yash Chopra,film Daag,Joshila
Which movie was filmed by Yash Chopra in immediate advance of Daag?,Yash Chopra,Daag,Joshila
Which film was directed by Yash Chopra preceded by film Waqt?,Yash Chopra,film Waqt,Aadmi Aur Insaan
Which movie was filmed by Yash Chopra in immediate advance of Waqt?,Yash Chopra,Waqt,Aadmi Aur Insaan
Which movie was directed by Yash Chopra immediately before the movie Dharmputra?,Yash Chopra,the movie Dharmputra,Dhool Ka Phool
Which movie was filmed by Yash Chopra in immediate advance of Dharmputra?,Yash Chopra,Dharmputra,Waqt
Which film did Yash Chopra direct immediately previous to Dharmputra?,Yash Chopra,Dharmputra,Dhool Ka Phool
Which movie was directed by Yash Chopra immediately before the movie Dharmputra?,Yash Chopra,the movie Dharmputra,Dhool Ka Phool
Which film was directed by Yash Chopra right before film Dharmputra?,Yash Chopra,film Dharmputra,Dhool Ka Phool
Which movie did director Yash Chopra direct just before movie Ittefaq?,Yash Chopra,movie Ittefaq,Aadmi Aur Insaan
Which movie did director Yash Chopra direct just before movie Deewaar?,Yash Chopra,movie Deewaar,Joshila
Which movie has been directed by Yash Chopra just before Aadmi Aur Insaan?,Yash Chopra,Aadmi Aur Insaan,Waqt
Which movie did director Yash Chopra direct just before movie Aadmi Aur Insaan?,Yash Chopra,movie Aadmi Aur Insaan,Waqt
Which movie was filmed by Yash Chopra in immediate advance of Joshila?,Yash Chopra,Joshila,Deewaar
Which film's direction was carried out by Yash Chopra immediately before the direction of Waqt?,Yash Chopra,the direction of Waqt,Dharmputra
Which film was directed by Yash Chopra preceded by film Daag?,Yash Chopra,film Daag,Joshila
Which film's direction was carried out by Yash Chopra immediately before the direction of Dharmputra?,Yash Chopra,the direction of Dharmputra,Dhool Ka Phool
Which movie was filmed by Yash Chopra preceded by Dharmputra?,Yash Chopra,Dharmputra,Dhool Ka Phool
Which film's direction was carried out by Yash Chopra immediately before the direction of Dharmputra?,Yash Chopra,the direction of Dharmputra,Dhool Ka Phool
Which film was directed by S. S. Rajamouli preceded by film Vikramarkudu?,S. S. Rajamouli,film Vikramarkudu,Yamadonga
Which movie's direction was carried out by S. S. Rajamouli immediately before the direction of Simhadri?,S. S. Rajamouli,the direction of Simhadri,Student No: 1
Which movie's direction was carried out by S. S. Rajamouli immediately before the direction of Chatrapathi?,S. S. Rajamouli,the direction of Chatrapathi,Sye
Which movie has been directed by S. S. Rajamouli just before Chatrapathi?,S. S. Rajamouli,Chatrapathi,Sye
Which movie was filmed by S. S. Rajamouli in immediate advance of Simhadri?,S. S. Rajamouli,Simhadri,Sye
Which movie was directed by S. S. Rajamouli immediately before the movie Chatrapathi?,S. S. Rajamouli,the movie Chatrapathi,Sye
Which film was directed by S. S. Rajamouli right before film Chatrapathi?,S. S. Rajamouli,film Chatrapathi,Sye
Which film was directed by S. S. Rajamouli preceded by film Maryada Ramanna?,film,film Maryada Ramanna,Eega
Which film was directed by S. S. Rajamouli preceded by film Chatrapathi?,S. S. Rajamouli,film Chatrapathi,Vikramarkudu
Which movie was filmed by S. S. Rajamouli in immediate advance of Chatrapathi?,S. S. Rajamouli,Chatrapathi,Vikramarkudu
Which movie did director S. S. Rajamouli direct just before movie Sye?,S. S. Rajamouli,movie Sye,Simhadri
Which movie was filmed by S. S. Rajamouli preceded by Sye?,S. S. Rajamouli,Sye,Simhadri
Which film was directed by S. S. Rajamouli right before film Baahubali 2: The Conclusion?,S. S. Rajamouli,film Baahubali 2: The Conclusion,Baahubali: The Beginning
Which movie has been directed by S. S. Rajamouli just before Vikramarkudu?,S. S. Rajamouli,Vikramarkudu,Chatrapathi
Which movie was filmed by S. S. Rajamouli preceded by Vikramarkudu?,S. S. Rajamouli,Vikramarkudu,Chatrapathi
Which film was directed by S. S. Rajamouli preceded by film Yamadonga?,film,film Yamadonga,Magadheera
Which film was directed by S. S. Rajamouli preceded by film Eega?,film,film Eega,Baahubali: The Beginning
Which movie was filmed by S. S. Rajamouli in immediate advance of Yamadonga?,S. S. Rajamouli,Yamadonga,Magadheera
Which film was directed by S. S. Rajamouli preceded by film Magadheera?,film,film Magadheera,Maryada Ramanna
Which movie was directed by S. S. Rajamouli immediately before the movie Yamadonga?,S. S. Rajamouli,the movie Yamadonga,Vikramarkudu
Which film was directed by S. S. Rajamouli right before film Yamadonga?,S. S. Rajamouli,film Yamadonga,Vikramarkudu
Which movie was directed by S. S. Rajamouli immediately before the movie Sye?,S. S. Rajamouli,the movie Sye,Simhadri
Which movie did director S. S. Rajamouli direct just before movie Sye?,S. S. Rajamouli,movie Sye,Simhadri
Which movie was directed by S. S. Rajamouli immediately before the movie Yamadonga?,S. S. Rajamouli,the movie Yamadonga,Vikramarkudu
Which film was directed by S. S. Rajamouli preceded by film Baahubali: The Beginning?,S. S. Rajamouli,film Baahubali: The Beginning,Baahubali 2: The Conclusion
Which film was directed by S. S. Rajamouli preceded by film Baahubali: The Beginning?,S. S. Rajamouli,film Baahubali: The Beginning,Baahubali 2: The Conclusion
Which movie was filmed by S. S. Rajamouli in immediate advance of Baahubali: The Beginning?,S. S. Rajamouli,Baahubali: The Beginning,Baahubali 2: The Conclusion
Which movie was filmed by S. S. Rajamouli in immediate advance of Chatrapathi?,S. S. Rajamouli,Chatrapathi,Vikramarkudu
Which movie did S. S. Rajamouli direct immediately previous to Chatrapathi?,S. S. Rajamouli,Chatrapathi,Sye
Which movie was filmed by S. S. Rajamouli preceded by Chatrapathi?,S. S. Rajamouli,Chatrapathi,Sye
Which movie was directed by S. S. Rajamouli immediately before the movie Maryada Ramanna?,S. S. Rajamouli,the movie Maryada Ramanna,Magadheera
Which movie did S. S. Rajamouli direct immediately previous to Maryada Ramanna?,S. S. Rajamouli,Maryada Ramanna,Magadheera
Which film was directed by S. S. Rajamouli preceded by film Maryada Ramanna?,S. S. Rajamouli,film Maryada Ramanna,Eega
Which movie has been directed by S. S. Rajamouli just before Magadheera?,S. S. Rajamouli,Magadheera,Yamadonga
Which movie did S. S. Rajamouli direct immediately previous to Magadheera?,S. S. Rajamouli,Magadheera,Yamadonga
Which movie has been directed by S. S. Rajamouli just before Sye?,S. S. Rajamouli,Sye,Simhadri
Which movie did director S. S. Rajamouli direct just before movie Sye?,S. S. Rajamouli,movie Sye,Simhadri
Which movie was directed by S. S. Rajamouli immediately before the movie Simhadri?,S. S. Rajamouli,the movie Simhadri,Student No: 1
Which movie did director S. S. Rajamouli direct just before movie Simhadri?,S. S. Rajamouli,movie Simhadri,Student No: 1
Which movie was filmed by S. S. Rajamouli in immediate advance of Student No: 1?,S. S. Rajamouli,Student No: 1,Simhadri
Which movie did S. S. Rajamouli direct immediately previous to Vikramarkudu?,S. S. Rajamouli,Vikramarkudu,Chatrapathi
Which movie was directed by S. S. Rajamouli immediately before the movie Sye?,S. S. Rajamouli,the movie Sye,Simhadri
Which movie's direction was carried out by S. S. Rajamouli immediately before the direction of Sye?,S. S. Rajamouli,the direction of Sye,Simhadri
What did Roscosmos launch right before Luna 2?,Roscosmos,Luna 2,Luna 1
Which spacecraft was launched by the Roscosmos preceded by Korabl-Sputnik 1?,spacecraft,Korabl-Sputnik 1,Korabl-Sputnik 2
Which satellite did Roscosmos launch immediately before Luna 3?,Roscosmos,Luna 3,Luna 2
Which spacecraft was put into orbit by Roscosmos immediately previous to Luna 3?,Luna 3,put into orbit by Roscosmos,Luna 2
Which spacecraft was launched by the Roscosmos preceded by Sputnik 3?,spacecraft,Sputnik 3,Luna 1
Which spacecraft did Roscosmos launch in immediate advance of Sputnik 3?,Roscosmos,Sputnik 3,Luna 1
Which spacecraft was launched by Roscosmos just before Luna 3?,Roscosmos,Luna 3,Luna 2
Which spacecraft was put into orbit by Roscosmos immediately previous to Luna 3?,Luna 3,put into orbit by Roscosmos,Luna 2
Which spacecraft was launched by Roscosmos just before Luna 9?,Roscosmos,Luna 9,Venera 1
"Which satellite was launched by Roscosmos, India just before Luna 9?","Roscosmos, India",Luna 9,Venera 1
"Which satellite was launched by Roscosmos, India just before Zond 8?","Roscosmos, India",Zond 8,Luna 16
Which spacecraft was put into orbit by Roscosmos immediately previous to Zond 8?,spacecraft,Zond 8,Luna 16
Which spacecraft was launched by the Roscosmos preceded by Venera 1?,spacecraft,Venera 1,Luna 9
Which spacecraft was launched by the Roscosmos preceded by Korabl-Sputnik 1?,spacecraft,Korabl-Sputnik 1,Korabl-Sputnik 2
"Which satellite was launched by Roscosmos, India just before Luna 1?",Luna 1,"launched by Roscosmos, India",Sputnik 3
What did the Roscosmos launch immediately before Korabl-Sputnik 1?,Roscosmos,Korabl-Sputnik 1,Luna 3
Which spacecraft was put into orbit by Roscosmos immediately previous to Korabl-Sputnik 1?,Korabl-Sputnik 1,put into orbit by Roscosmos,Luna 3
"Which satellite was launched by Roscosmos, India just before Luna 1?",Luna 1,"Roscosmos, India",Sputnik 3
"Which satellite was launched by Roscosmos, India just before Sputnik 3?",Sputnik 3,"Roscosmos, India",Sputnik 2
Which spacecraft was launched by the Roscosmos preceded by Sputnik 1?,spacecraft,Sputnik 1,Sputnik 2
What did Roscosmos launch right before Luna 1?,Roscosmos,Luna 1,Sputnik 3
What did the Roscosmos launch immediately before Luna 1?,Roscosmos,Luna 1,Sputnik 3
Which spacecraft was launched by the Roscosmos preceded by Luna 9?,spacecraft,Luna 9,Venera 7
What did the Roscosmos launch immediately before Luna 3?,Roscosmos,Luna 3,Luna 2
Which spacecraft did Roscosmos launch in immediate advance of Venera 7?,Roscosmos,Venera 7,Luna 16
What did the Roscosmos launch immediately before Luna 2?,Roscosmos,Luna 2,Luna 1
What did Roscosmos launch right before Luna 9?,Roscosmos,Luna 9,Venera 1
"Which satellite was launched by Roscosmos, India just before Luna 9?","Roscosmos, India",Luna 9,Venera 1
"Which satellite was launched by Roscosmos, India just before Korabl-Sputnik 1?",Korabl-Sputnik 1,"Roscosmos, India",Luna 3
Which satellite did Roscosmos launch immediately before Korabl-Sputnik 1?,Roscosmos,Korabl-Sputnik 1,Luna 3
